,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,CongruentCounter,IncongruentCounter,StimPresented,StimProbAll,TrialType,StroopNumber,PressCorrect,ResponseMatrix,ActualKeyPressed,Accuracy,RT,FeedbackType,runStart,ImagePresent,StimTime,ColorTime,RespOnset,AccCount,subject,StimRep,Sequential
94,94,SCTResp,4,95,14,94,1,0,1,2,1,1,14,n,3,n,1,652,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,12,45,2,0
95,95,SCTResp,4,96,15,95,1,1,0,4,3,2,2,n,3,n,1,430,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,13,45,2,2
96,96,SCTResp,4,97,16,96,1,0,1,3,6,1,6,m,4,m,1,496,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,14,45,2,1
97,97,SCTResp,4,98,17,97,1,1,0,2,5,2,1,z,1,z,1,430,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,15,45,2,2
98,98,SCTResp,4,99,18,98,1,0,1,4,3,1,10,x,2,x,1,738,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,16,45,2,1
99,99,SCTResp,4,100,19,99,1,1,0,1,4,2,2,n,3,n,1,597,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,17,45,2,2
100,100,SCTRespITI,4,101,20,100,1,0,1,4,7,1,12,z,1,0,0,597,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,17,45,2,1
101,101,SCTResp,4,102,21,101,1,1,0,2,1,2,2,n,3,n,1,482,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,18,45,2,2
102,102,SCTResp,4,103,22,102,1,1,0,4,7,2,2,n,3,n,1,434,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,19,45,2,0
103,103,SCTResp,4,104,23,103,1,0,1,2,5,1,14,n,3,n,1,604,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,20,45,2,1
104,104,SCTResp,4,105,24,104,1,1,0,1,0,2,4,m,4,m,1,560,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,21,45,2,2
105,105,SCTResp,4,106,25,105,1,1,0,3,2,2,4,m,4,m,1,501,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,22,45,2,0
106,106,SCTResp,4,107,26,106,1,0,1,4,3,1,10,x,2,x,1,709,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,23,45,2,1
107,107,SCTResp,4,108,27,107,1,1,0,3,6,2,1,z,1,z,1,778,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,24,45,2,2
108,108,SCTResp,4,109,28,108,1,0,1,2,1,1,12,z,1,z,1,499,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,25,45,2,1
109,109,SCTResp,4,110,29,109,1,0,1,4,3,1,12,z,1,z,1,508,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,26,45,2,0
110,110,SCTResp,4,111,30,110,1,0,1,2,5,1,12,z,1,z,1,383,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,27,45,2,0
111,111,SCTResp,4,112,31,111,1,1,0,1,4,2,1,z,1,z,1,392,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,28,45,2,2
112,112,SCTResp,4,113,32,112,1,1,0,2,5,2,2,n,3,n,1,599,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,29,45,2,0
113,113,SCTResp,4,114,33,113,1,1,0,1,0,2,4,m,4,m,1,535,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,30,45,2,0
114,114,SCTResp,4,115,34,114,1,1,0,4,7,2,3,x,2,x,1,614,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,31,45,2,0
115,115,SCTResp,4,116,35,115,1,0,1,3,6,1,12,z,1,z,1,534,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,32,45,2,1
116,116,SCTResp,4,117,36,116,1,1,0,2,1,2,1,z,1,z,1,509,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,33,45,2,2
117,117,SCTResp,4,118,37,117,1,0,1,1,0,1,6,m,4,m,1,503,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,34,45,2,1
118,118,SCTResp,4,119,38,118,1,0,1,1,4,1,6,m,4,m,1,557,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,35,45,1,0
119,119,SCTResp,4,120,39,119,1,1,0,3,2,2,4,m,4,m,1,487,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,36,45,2,2
120,120,SCTResp,4,121,40,120,1,0,1,1,4,1,10,x,2,z,0,512,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,36,45,2,1
121,121,SCTResp,4,122,41,121,1,1,0,3,6,2,1,z,1,x,0,604,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,36,45,2,2
122,122,SCTResp,4,123,42,122,1,1,0,2,1,2,3,x,2,x,1,469,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,37,45,2,0
123,123,SCTResp,4,124,43,123,1,1,0,3,2,2,2,n,3,n,1,500,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,38,45,2,0
124,124,SCTResp,4,125,44,124,1,0,1,1,0,1,14,n,3,n,1,601,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,39,45,2,1
125,125,SCTResp,4,126,45,125,1,1,0,1,4,2,4,m,4,m,1,509,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,40,45,2,2
126,126,SCTResp,4,127,46,126,1,0,1,4,3,1,12,z,1,z,1,486,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,41,45,2,1
127,127,SCTResp,4,128,47,127,1,0,1,3,2,1,12,z,1,z,1,423,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,42,45,2,0
128,128,SCTResp,4,129,48,128,1,1,0,1,4,2,3,x,2,x,1,684,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,43,45,2,2
129,129,SCTResp,4,130,49,129,1,1,0,1,0,2,3,x,2,x,1,623,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,44,45,1,0
130,130,SCTResp,4,131,50,130,1,0,1,3,6,1,6,m,4,m,1,635,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,45,45,2,1
131,131,SCTRespITI,4,132,51,131,1,0,1,3,2,1,6,m,4,0,0,635,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,45,45,1,0
132,132,SCTResp,4,133,52,132,1,1,0,3,6,2,2,n,3,n,1,642,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,46,45,2,2
133,133,SCTResp,4,134,53,133,1,0,1,1,0,1,12,z,1,z,1,650,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,47,45,2,1
134,134,SCTResp,4,135,54,134,1,1,0,4,3,2,2,n,3,n,1,541,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,48,45,2,2
135,135,SCTResp,4,136,55,135,1,0,1,3,6,1,10,x,2,m,0,588,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,48,45,2,1
136,136,SCTResp,4,137,56,136,1,1,0,2,5,2,4,m,4,m,1,523,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,49,45,2,2
137,137,SCTResp,4,138,57,137,1,0,1,1,0,1,14,n,3,z,0,515,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,49,45,2,1
138,138,SCTResp,4,139,58,138,1,1,0,4,3,2,4,m,4,m,1,592,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,50,45,2,2
139,139,SCTResp,4,140,59,139,1,1,0,4,7,2,4,m,4,m,1,470,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,51,45,1,0
140,140,SCTResp,4,141,60,140,1,0,1,2,5,1,6,m,4,m,1,798,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,52,45,2,1
141,141,SCTResp,4,142,61,141,1,0,1,3,2,1,14,n,3,n,1,603,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,53,45,2,0
142,142,SCTResp,4,143,62,142,1,0,1,2,5,1,14,n,3,n,1,615,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,54,45,2,0
143,143,SCTResp,4,144,63,143,1,0,1,2,1,1,12,z,1,z,1,383,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,55,45,2,0
144,144,SCTResp,4,145,64,144,1,1,0,3,6,2,3,x,2,x,1,602,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,56,45,2,2
145,145,SCTResp,4,146,65,145,1,0,1,2,5,1,10,x,2,x,1,709,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,57,45,2,1
146,146,SCTResp,4,147,66,146,1,1,0,2,1,2,1,z,1,z,1,433,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,58,45,2,2
147,147,SCTResp,4,148,67,147,1,1,0,1,0,2,2,n,3,n,1,478,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,59,45,2,0
148,148,SCTResp,4,149,68,148,1,1,0,3,2,2,4,m,4,m,1,448,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,60,45,2,0
149,149,SCTResp,4,150,69,149,1,1,0,1,4,2,1,z,1,x,0,653,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,60,45,2,0
150,150,SCTResp,4,151,70,150,1,1,0,4,3,2,1,z,1,z,1,461,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,61,45,2,0
151,151,SCTResp,4,152,71,151,1,0,1,1,0,1,10,x,2,x,1,593,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,62,45,2,1
152,152,SCTResp,4,153,72,152,1,0,1,1,4,1,12,z,1,z,1,545,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,63,45,2,0
153,153,SCTResp,4,154,73,153,1,0,1,4,7,1,14,n,3,n,1,517,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,64,45,2,0
154,154,SCTResp,4,155,74,154,1,1,0,2,1,2,2,n,3,n,1,464,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,65,45,2,2
155,155,SCTResp,4,156,75,155,1,0,1,4,7,1,6,m,4,m,1,633,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,66,45,2,1
156,156,SCTResp,4,157,76,156,1,1,0,3,6,2,3,x,2,x,1,625,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,67,45,2,2
157,157,SCTResp,4,158,77,157,1,0,1,3,2,1,14,n,3,n,1,517,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,68,45,2,1
158,158,SCTResp,4,159,78,158,1,1,0,4,3,2,3,x,2,x,1,537,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,69,45,2,2
159,159,SCTResp,4,160,79,159,1,0,1,3,6,1,10,x,2,x,1,645,0,463561,1.51E+12,1.51E+12,1.51E+12,1.51E+12,70,45,2,1
0,0,SCTResp,1,1,0,0,0,0,1,1,0,1,10,x,2,x,1,758,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1,46,0,0
1,1,SCTResp,1,2,1,1,0,1,0,1,4,2,1,z,1,z,1,565,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,2,46,2,2
2,2,SCTResp,1,3,2,2,0,1,0,3,2,2,3,x,2,x,1,686,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,3,46,2,0
3,3,SCTResp,1,4,3,3,0,0,1,4,7,1,14,n,3,n,1,751,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,4,46,2,1
4,4,SCTResp,1,5,4,4,0,1,0,3,2,2,1,z,1,z,1,677,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,5,46,2,2
5,5,SCTResp,1,6,5,5,0,1,0,2,5,2,3,x,2,x,1,583,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,6,46,2,0
6,6,SCTResp,1,7,6,6,0,0,1,3,2,1,12,z,1,z,1,755,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,7,46,2,1
7,7,SCTResp,1,8,7,7,0,1,0,4,7,2,1,z,1,z,1,443,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,8,46,2,2
8,8,SCTResp,1,9,8,8,0,0,1,2,1,1,14,n,3,n,1,718,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,9,46,2,1
9,9,SCTResp,1,10,9,9,0,0,1,4,3,1,10,x,2,x,1,741,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,10,46,2,0
10,10,SCTResp,1,11,10,10,0,1,0,3,6,2,4,m,4,m,1,474,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,11,46,2,2
11,11,SCTResp,1,12,11,11,0,1,0,3,2,2,1,z,1,z,1,508,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,12,46,2,0
12,12,SCTResp,1,13,12,12,0,0,1,1,0,1,10,x,2,x,1,584,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,13,46,2,1
13,13,SCTResp,1,14,13,13,0,0,1,1,4,1,12,z,1,m,0,675,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,13,46,2,0
14,14,SCTResp,1,15,14,14,0,0,1,3,6,1,12,z,1,z,1,629,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,14,46,2,0
15,15,SCTResp,1,16,15,15,0,0,1,3,2,1,6,m,4,m,1,607,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,15,46,2,0
16,16,SCTRespITI,1,17,16,16,0,0,1,2,1,1,10,x,2,0,0,607,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,15,46,2,0
17,17,SCTResp,1,18,17,17,0,1,0,1,0,2,2,n,3,n,1,616,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,16,46,2,2
18,18,SCTResp,1,19,18,18,0,1,0,1,4,2,4,m,4,m,1,424,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,17,46,2,0
19,19,SCTResp,1,20,19,19,0,1,0,2,1,2,3,x,2,x,1,446,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,18,46,2,0
20,20,SCTResp,1,21,20,20,0,0,1,4,3,1,12,z,1,z,1,621,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,19,46,2,1
21,21,SCTResp,1,22,21,21,0,1,0,2,5,2,4,m,4,m,1,483,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,20,46,2,2
22,22,SCTResp,1,23,22,22,0,1,0,2,1,2,3,x,2,x,1,506,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,21,46,2,0
23,23,SCTResp,1,24,23,23,0,1,0,2,5,2,1,z,1,z,1,469,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,22,46,2,0
24,24,SCTResp,1,25,24,24,0,0,1,1,0,1,14,n,3,n,1,645,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,23,46,2,1
25,25,SCTResp,1,26,25,25,0,1,0,2,1,2,2,n,3,n,1,518,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,24,46,2,2
26,26,SCTResp,1,27,26,26,0,1,0,4,7,2,4,m,4,m,1,412,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,25,46,2,0
27,27,SCTResp,1,28,27,27,0,0,1,3,2,1,12,z,1,z,1,588,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,26,46,2,1
28,28,SCTResp,1,29,28,28,0,1,0,2,5,2,1,z,1,z,1,487,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,27,46,2,2
29,29,SCTResp,1,30,29,29,0,1,0,1,4,2,1,z,1,z,1,437,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,28,46,2,0
30,30,SCTResp,1,31,30,30,0,1,0,4,3,2,4,m,4,m,1,428,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,29,46,2,0
31,31,SCTResp,1,32,31,31,0,1,0,1,0,2,3,x,2,x,1,520,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,30,46,2,0
32,32,SCTResp,1,33,32,32,0,1,0,3,6,2,3,x,2,x,1,433,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,31,46,2,0
33,33,SCTResp,1,34,33,33,0,1,0,4,7,2,3,x,2,x,1,444,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,32,46,2,0
34,34,SCTResp,1,35,34,34,0,0,1,3,6,1,10,x,2,x,1,568,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,33,46,2,1
35,35,SCTResp,1,36,35,35,0,0,1,2,5,1,10,x,2,x,1,478,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,34,46,2,0
36,36,SCTResp,1,37,36,36,0,1,0,1,0,2,2,n,3,n,1,402,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,35,46,2,2
37,37,SCTResp,1,38,37,37,0,0,1,3,2,1,10,x,2,x,1,512,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,36,46,2,1
38,38,SCTResp,1,39,38,38,0,0,1,2,5,1,6,m,4,m,1,534,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,37,46,2,0
39,39,SCTResp,1,40,39,39,0,1,0,3,6,2,2,n,3,n,1,611,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,38,46,2,2
40,40,SCTResp,1,41,40,40,0,0,1,2,5,1,12,z,1,z,1,571,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,39,46,2,1
41,41,SCTResp,1,42,41,41,0,0,1,4,7,1,12,z,1,z,1,553,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,40,46,2,0
42,42,SCTResp,1,43,42,42,0,1,0,4,3,2,3,x,2,x,1,546,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,41,46,2,2
43,43,SCTResp,1,44,43,43,0,1,0,3,2,2,1,z,1,z,1,621,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,42,46,2,0
44,44,SCTResp,1,45,44,44,0,1,0,4,7,2,1,z,1,z,1,491,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,43,46,2,0
45,45,SCTResp,1,46,45,45,0,0,1,3,6,1,6,m,4,m,1,550,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,44,46,2,1
46,46,SCTResp,1,47,46,46,0,0,1,1,0,1,12,z,1,z,1,485,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,45,46,2,0
47,47,SCTResp,1,48,47,47,0,0,1,4,3,1,6,m,4,m,1,581,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,46,46,2,0
48,48,SCTResp,1,49,48,48,0,0,1,3,6,1,14,n,3,n,1,595,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,47,46,2,0
49,49,SCTResp,1,50,49,49,0,0,1,4,3,1,14,n,3,n,1,601,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,48,46,2,0
50,50,SCTResp,1,51,50,50,0,0,1,1,4,1,14,n,3,n,1,468,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,49,46,2,0
51,51,SCTResp,1,52,51,51,0,0,1,4,3,1,6,m,4,m,1,593,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,50,46,2,0
52,52,SCTResp,1,53,52,52,0,0,1,4,3,1,6,m,4,m,1,538,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,51,46,1,0
53,53,SCTResp,1,54,53,53,0,1,0,3,2,2,4,m,4,m,1,517,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,52,46,2,2
54,54,SCTResp,1,55,54,54,0,0,1,2,1,1,10,x,2,n,0,556,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,52,46,2,1
55,55,SCTResp,1,56,55,55,0,0,1,3,2,1,14,n,3,n,1,601,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,53,46,2,0
56,56,SCTResp,1,57,56,56,0,0,1,3,6,1,14,n,3,x,0,694,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,53,46,1,0
57,57,SCTResp,1,58,57,57,0,0,1,2,1,1,6,m,4,m,1,517,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,54,46,2,0
58,58,SCTResp,1,59,58,58,0,1,0,1,4,2,2,n,3,n,1,543,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,55,46,2,2
59,59,SCTResp,1,60,59,59,0,1,0,4,7,2,4,m,4,m,1,383,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,56,46,2,0
60,60,SCTResp,1,61,60,60,0,1,0,1,4,2,3,x,2,x,1,782,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,57,46,2,0
61,61,SCTResp,1,62,61,61,0,0,1,2,1,1,14,n,3,n,1,626,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,58,46,2,1
62,62,SCTResp,1,63,62,62,0,0,1,1,4,1,6,m,4,m,1,516,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,59,46,2,0
63,63,SCTResp,1,64,63,63,0,1,0,1,0,2,4,m,4,m,1,443,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,60,46,2,2
64,64,SCTResp,1,65,64,64,0,1,0,4,7,2,2,n,3,n,1,501,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,61,46,2,0
65,65,SCTResp,1,66,65,65,0,1,0,3,6,2,2,n,3,n,1,494,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,62,46,2,0
66,66,SCTResp,1,67,66,66,0,1,0,2,5,2,4,m,4,m,1,418,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,63,46,2,0
67,67,SCTResp,1,68,67,67,0,0,1,1,0,1,14,n,3,n,1,795,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,64,46,2,1
68,68,SCTResp,1,69,68,68,0,1,0,4,3,2,2,n,3,n,1,418,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,65,46,2,2
69,69,SCTResp,1,70,69,69,0,0,1,1,4,1,6,m,4,m,1,582,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,66,46,2,1
70,70,SCTResp,1,71,70,70,0,0,1,2,1,1,12,z,1,z,1,611,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,67,46,2,0
71,71,SCTResp,1,72,71,71,0,0,1,4,7,1,10,x,2,x,1,618,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,68,46,2,0
72,72,SCTResp,1,73,72,72,0,1,0,2,1,2,4,m,4,m,1,454,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,69,46,2,2
73,73,SCTResp,1,74,73,73,0,1,0,1,0,2,1,z,1,z,1,500,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,70,46,2,0
74,74,SCTResp,1,75,74,74,0,1,0,3,6,2,2,n,3,n,1,592,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,71,46,2,0
75,75,SCTResp,1,76,75,75,0,1,0,4,7,2,3,x,2,x,1,571,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,72,46,2,0
76,76,SCTResp,1,77,76,76,0,1,0,2,5,2,2,n,3,n,1,609,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,73,46,2,0
77,77,SCTResp,1,78,77,77,0,0,1,4,3,1,10,x,2,x,1,759,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,74,46,2,1
78,78,SCTResp,1,79,78,78,0,0,1,1,4,1,12,z,1,z,1,583,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,75,46,2,0
79,79,SCTResp,1,80,79,79,0,0,1,2,5,1,6,m,4,m,1,704,0,50687,1.51E+12,1.51E+12,1.51E+12,1.51E+12,76,46,2,0
80,80,SCTRespITI,1,81,0,80,1,1,0,1,4,2,4,m,4,,0,1,704,0,482123,1.51E+12,1.51E+12,1.51E+12,1.51E+12,46,0,0
81,81,SCTResp,1,82,1,81,1,1,0,1,0,2,1,z,1,z,1,403,0,482123,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1,46,2,0
82,82,SCTResp,1,83,2,82,1,1,0,2,5,2,3,x,2,x,1,526,0,482123,1.51E+12,1.51E+12,1.51E+12,1.51E+12,2,46,2,0
83,83,SCTResp,1,84,3,83,1,0,1,3,6,1,12,z,1,z,1,620,0,482123,1.51E+12,1.51E+12,1.51E+12,1.51E+12,3,46,2,1
84,84,SCTResp,1,85,4,84,1,1,0,1,0,2,2,n,3,m,0,579,0,482123,1.51E+12,1.51E+12,1.51E+12,1.51E+12,3,46,2,2
85,85,SCTResp,1,86,5,85,1,1,0,1,4,2,2,n,3,m,0,496,0,482123,1.51E+12,1.51E+12,1.51E+12,1.51E+12,3,46,1,0
86,86,SCTResp,1,87,6,86,1,0,1,3,2,1,12,z,1,z,1,625,0,482123,1.51E+12,1.51E+12,1.51E+12,1.51E+12,4,46,2,1
87,87,SCTResp,1,88,7,87,1,0,1,1,0,1,12,z,1,z,1,721,0,482123,1.51E+12,1.51E+12,1.51E+12,1.51E+12,5,46,2,0
88,88,SCTResp,1,89,8,88,1,1,0,2,1,2,1,z,1,z,1,367,0,482123,1.51E+12,1.51E+12,1.51E+12,1.51E+12,6,46,2,2
89,89,SCTResp,1,90,9,89,1,1,0,4,7,2,3,x,2,x,1,672,0,482123,1.51E+12,1.51E+12,1.51E+12,1.51E+12,7,46,2,0
90,90,SCTResp,1,91,10,90,1,1,0,1,4,2,1,z,1,z,1,483,0,482123,1.51E+12,1.51E+12,1.51E+12,1.51E+12,8,46,2,0
91,91,SCTResp,1,92,11,91,1,1,0,2,5,2,2,n,3,x,0,661,0,482123,1.51E+12,1.51E+12,1.51E+12,1.51E+12,8,46,2,0
92,92,SCTResp,1,93,12,92,1,1,0,3,6,2,3,x,2,x,1,536,0,482123,1.51E+12,1.51E+12,1.51E+12,1.51E+12,9,46,2,0
93,93,SCTRespITI,1,94,13,93,1,0,1,1,0,1,10,x,2,0,0,536,0,482123,1.51E+12,1.51E+12,1.51E+12,1.51E+12,9,46,2,1
94,94,SCTRespITI,1,95,14,94,1,0,1,3,6,1,6,m,4,,0,1,536,1,482123,1.51E+12,1.51E+12,1.51E+12,1.51E+12,46,2,0
95,95,SCTResp,1,96,15,95,1,0,1,4,7,1,12,z,1,z,1,442,0,482123,1.51E+12,1.51E+12,1.51E+12,1.51E+12,10,46,2,0
96,96,SCTRespITI,1,97,16,96,1,1,0,4,3,2,4,m,4,,0,1,442,0,482123,1.51E+12,1.51E+12,1.51E+12,1.51E+12,46,2,2
97,97,SCTResp,1,98,17,97,1,1,0,2,5,2,3,x,2,x,1,493,0,482123,1.51E+12,1.51E+12,1.51E+12,1.51E+12,11,46,2,0
98,98,SCTResp,1,99,18,98,1,0,1,4,7,1,12,z,1,z,1,599,0,482123,1.51E+12,1.51E+12,1.51E+12,1.51E+12,12,46,2,1
99,99,SCTResp,1,100,19,99,1,1,0,4,3,2,2,n,3,m,0,710,0,482123,1.51E+12,1.51E+12,1.51E+12,1.51E+12,12,46,2,2
