,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,Valid,Invalid,StimPresented,PressCorrect,ResponseMatrix,ActualKeyPressed,Accuracy,RT,FeedbackType,runStart,ImagePresent,StimTime,RespOnset,AccCount,subject,StimRep,StimType
74,74,APResp,3,75,14,74,1,1,0,4,l,4,l,1,523,1,315900,1.49E+12,1.49E+12,1.49E+12,14,41,2,4
75,75,APResp,3,76,15,75,1,1,0,2,s,2,s,1,643,1,315900,1.49E+12,1.49E+12,1.49E+12,15,41,2,2
76,76,APResp,3,77,16,76,1,1,0,4,l,4,l,1,611,1,315900,1.49E+12,1.49E+12,1.49E+12,16,41,2,4
77,77,APResp,3,78,17,77,1,1,0,2,s,2,s,1,647,1,315900,1.49E+12,1.49E+12,1.49E+12,17,41,2,2
78,78,APResp,3,79,18,78,1,1,0,1,a,1,a,1,678,1,315900,1.49E+12,1.49E+12,1.49E+12,18,41,2,1
79,79,APResp,3,80,19,79,1,1,0,2,s,2,s,1,648,1,315900,1.49E+12,1.49E+12,1.49E+12,19,41,2,2
80,80,APResp,3,81,20,80,1,1,0,3,k,3,k,1,644,1,315900,1.49E+12,1.49E+12,1.49E+12,20,41,2,3
81,81,APResp,3,82,21,81,1,1,0,1,a,1,a,1,672,1,315900,1.49E+12,1.49E+12,1.49E+12,21,41,2,1
82,82,APResp,3,83,22,82,1,1,0,4,l,4,l,1,648,1,315900,1.49E+12,1.49E+12,1.49E+12,22,41,2,4
83,83,APRespITI,3,84,23,83,1,1,0,1,a,1,0,0,648,0,315900,1.49E+12,1.49E+12,1.49E+12,22,41,2,1
84,84,APResp,3,85,24,84,1,1,0,2,s,2,s,1,723,1,315900,1.49E+12,1.49E+12,1.49E+12,23,41,2,2
85,85,APRespITI,3,86,25,85,1,0,1,16,k,3,0,0,723,0,315900,1.49E+12,1.49E+12,1.49E+12,23,41,2,4
86,86,APResp,3,87,26,86,1,1,0,3,k,3,k,1,555,1,315900,1.49E+12,1.49E+12,1.49E+12,24,41,2,3
87,87,APResp,3,88,27,87,1,1,0,1,a,1,a,1,601,1,315900,1.49E+12,1.49E+12,1.49E+12,25,41,2,1
88,88,APResp,3,89,28,88,1,1,0,4,l,4,l,1,654,1,315900,1.49E+12,1.49E+12,1.49E+12,26,41,2,4
89,89,APResp,3,90,29,89,1,1,0,1,a,1,a,1,645,1,315900,1.49E+12,1.49E+12,1.49E+12,27,41,2,1
90,90,APResp,3,91,30,90,1,1,0,4,l,4,l,1,734,1,315900,1.49E+12,1.49E+12,1.49E+12,28,41,2,4
91,91,APRespITI,3,92,31,91,1,0,1,9,k,3,0,0,734,0,315900,1.49E+12,1.49E+12,1.49E+12,28,41,2,2
92,92,APResp,3,93,32,92,1,0,1,6,k,3,k,1,587,1,315900,1.49E+12,1.49E+12,1.49E+12,29,41,2,1
93,93,APResp,3,94,33,93,1,1,0,1,a,1,a,1,646,1,315900,1.49E+12,1.49E+12,1.49E+12,30,41,2,1
94,94,APResp,3,95,34,94,1,0,1,14,a,1,a,1,622,1,315900,1.49E+12,1.49E+12,1.49E+12,31,41,2,4
95,95,APResp,3,96,35,95,1,1,0,2,s,2,s,1,678,1,315900,1.49E+12,1.49E+12,1.49E+12,32,41,2,2
96,96,APResp,3,97,36,96,1,1,0,3,k,3,k,1,487,1,315900,1.49E+12,1.49E+12,1.49E+12,33,41,2,3
97,97,APResp,3,98,37,97,1,1,0,4,l,4,l,1,507,1,315900,1.49E+12,1.49E+12,1.49E+12,34,41,2,4
98,98,APResp,3,99,38,98,1,1,0,1,a,1,a,1,528,1,315900,1.49E+12,1.49E+12,1.49E+12,35,41,2,1
99,99,APResp,3,100,39,99,1,1,0,3,k,3,k,1,679,1,315900,1.49E+12,1.49E+12,1.49E+12,36,41,2,3
100,100,APRespITI,3,101,40,100,1,0,1,5,s,2,0,0,679,0,315900,1.49E+12,1.49E+12,1.49E+12,36,41,2,1
101,101,APResp,3,102,41,101,1,1,0,4,l,4,l,1,652,1,315900,1.49E+12,1.49E+12,1.49E+12,37,41,2,4
102,102,APResp,3,103,42,102,1,1,0,3,k,3,k,1,620,1,315900,1.49E+12,1.49E+12,1.49E+12,38,41,2,3
103,103,APResp,3,104,43,103,1,1,0,2,s,2,s,1,624,1,315900,1.49E+12,1.49E+12,1.49E+12,39,41,2,2
104,104,APResp,3,105,44,104,1,0,1,13,l,4,l,1,596,1,315900,1.49E+12,1.49E+12,1.49E+12,40,41,2,3
105,105,APResp,3,106,45,105,1,1,0,4,l,4,l,1,650,1,315900,1.49E+12,1.49E+12,1.49E+12,41,41,2,4
106,106,APResp,3,107,46,106,1,1,0,2,s,2,s,1,500,1,315900,1.49E+12,1.49E+12,1.49E+12,42,41,2,2
107,107,APRespITI,3,108,47,107,1,1,0,3,k,3,0,0,500,0,315900,1.49E+12,1.49E+12,1.49E+12,42,41,2,3
108,108,APResp,3,109,48,108,1,1,0,1,a,1,a,1,748,1,315900,1.49E+12,1.49E+12,1.49E+12,43,41,2,1
109,109,APResp,3,110,49,109,1,0,1,8,a,1,a,1,624,1,315900,1.49E+12,1.49E+12,1.49E+12,44,41,2,2
110,110,APResp,3,111,50,110,1,1,0,2,s,2,s,1,659,1,315900,1.49E+12,1.49E+12,1.49E+12,45,41,2,2
111,111,APResp,3,112,51,111,1,1,0,3,k,3,k,1,566,1,315900,1.49E+12,1.49E+12,1.49E+12,46,41,2,3
112,112,APResp,3,113,52,112,1,1,0,2,s,2,s,1,661,1,315900,1.49E+12,1.49E+12,1.49E+12,47,41,2,2
113,113,APResp,3,114,53,113,1,1,0,1,a,1,a,1,712,1,315900,1.49E+12,1.49E+12,1.49E+12,48,41,2,1
114,114,APResp,3,115,54,114,1,1,0,4,l,4,l,1,635,1,315900,1.49E+12,1.49E+12,1.49E+12,49,41,2,4
115,115,APResp,3,116,55,115,1,1,0,2,s,2,s,1,652,1,315900,1.49E+12,1.49E+12,1.49E+12,50,41,2,2
116,116,APResp,3,117,56,116,1,1,0,3,k,3,k,1,609,1,315900,1.49E+12,1.49E+12,1.49E+12,51,41,2,3
117,117,APRespITI,3,118,57,117,1,1,0,2,s,2,0,0,609,0,315900,1.49E+12,1.49E+12,1.49E+12,51,41,2,2
118,118,APResp,3,119,58,118,1,1,0,1,a,1,a,1,656,1,315900,1.49E+12,1.49E+12,1.49E+12,52,41,2,1
119,119,APResp,3,120,59,119,1,1,0,4,l,4,l,1,560,1,315900,1.49E+12,1.49E+12,1.49E+12,53,41,2,4
120,120,APRespITI,3,121,0,120,2,1,0,3,k,3,0,0,560,0,614656,1.49E+12,1.49E+12,1.49E+12,0,41,0,3
121,121,APResp,3,122,1,121,2,1,0,1,a,1,a,1,738,1,614656,1.49E+12,1.49E+12,1.49E+12,1,41,2,1
122,122,APResp,3,123,2,122,2,0,1,11,a,1,a,1,667,1,614656,1.49E+12,1.49E+12,1.49E+12,2,41,2,3
123,123,APResp,3,124,3,123,2,1,0,2,s,2,s,1,723,1,614656,1.49E+12,1.49E+12,1.49E+12,3,41,2,2
124,124,APResp,3,125,4,124,2,1,0,1,a,1,a,1,655,1,614656,1.49E+12,1.49E+12,1.49E+12,4,41,2,1
125,125,APResp,3,126,5,125,2,0,1,16,k,3,k,1,612,1,614656,1.49E+12,1.49E+12,1.49E+12,5,41,2,4
126,126,APResp,3,127,6,126,2,1,0,3,k,3,k,1,548,1,614656,1.49E+12,1.49E+12,1.49E+12,6,41,2,3
127,127,APResp,3,128,7,127,2,1,0,4,l,4,l,1,526,1,614656,1.49E+12,1.49E+12,1.49E+12,7,41,2,4
128,128,APResp,3,129,8,128,2,1,0,1,a,1,a,1,576,1,614656,1.49E+12,1.49E+12,1.49E+12,8,41,2,1
129,129,APResp,3,130,9,129,2,1,0,2,s,2,s,1,719,1,614656,1.49E+12,1.49E+12,1.49E+12,9,41,2,2
130,130,APResp,3,131,10,130,2,0,1,15,s,2,s,1,455,1,614656,1.49E+12,1.49E+12,1.49E+12,10,41,2,4
131,131,APResp,3,132,11,131,2,1,0,1,a,1,a,1,651,1,614656,1.49E+12,1.49E+12,1.49E+12,11,41,2,1
132,132,APResp,3,133,12,132,2,1,0,2,s,2,s,1,570,1,614656,1.49E+12,1.49E+12,1.49E+12,12,41,2,2
133,133,APResp,3,134,13,133,2,0,1,7,l,4,l,1,693,1,614656,1.49E+12,1.49E+12,1.49E+12,13,41,2,1
134,134,APResp,3,135,14,134,2,1,0,1,a,1,a,1,640,1,614656,1.49E+12,1.49E+12,1.49E+12,14,41,2,1
135,135,APResp,3,136,15,135,2,1,0,4,l,4,l,1,616,1,614656,1.49E+12,1.49E+12,1.49E+12,15,41,2,4
136,136,APResp,3,137,16,136,2,1,0,3,k,3,k,1,549,1,614656,1.49E+12,1.49E+12,1.49E+12,16,41,2,3
137,137,APResp,3,138,17,137,2,1,0,4,l,4,l,1,654,1,614656,1.49E+12,1.49E+12,1.49E+12,17,41,2,4
138,138,APResp,3,139,18,138,2,1,0,3,k,3,k,0,866,1,614656,1.49E+12,1.49E+12,1.49E+12,18,41,2,3
139,139,APResp,3,140,19,139,2,1,0,2,s,2,s,1,709,1,614656,1.49E+12,1.49E+12,1.49E+12,19,41,2,2
140,140,APResp,3,141,20,140,2,1,0,3,k,3,k,1,632,1,614656,1.49E+12,1.49E+12,1.49E+12,20,41,2,3
141,141,APResp,3,142,21,141,2,1,0,1,a,1,a,1,703,1,614656,1.49E+12,1.49E+12,1.49E+12,21,41,2,1
142,142,APResp,3,143,22,142,2,0,1,8,a,1,a,1,619,1,614656,1.49E+12,1.49E+12,1.49E+12,22,41,2,2
143,143,APResp,3,144,23,143,2,0,1,10,l,4,l,1,608,1,614656,1.49E+12,1.49E+12,1.49E+12,23,41,2,2
144,144,APResp,3,145,24,144,2,1,0,4,l,4,l,1,640,1,614656,1.49E+12,1.49E+12,1.49E+12,24,41,2,4
145,145,APResp,3,146,25,145,2,1,0,2,s,2,s,1,700,1,614656,1.49E+12,1.49E+12,1.49E+12,25,41,2,2
146,146,APResp,3,147,26,146,2,1,0,4,l,4,l,1,592,1,614656,1.49E+12,1.49E+12,1.49E+12,26,41,2,4
147,147,APResp,3,148,27,147,2,1,0,2,s,2,s,1,576,1,614656,1.49E+12,1.49E+12,1.49E+12,27,41,2,2
148,148,APResp,3,149,28,148,2,0,1,6,k,3,k,1,723,1,614656,1.49E+12,1.49E+12,1.49E+12,28,41,2,1
149,149,APRespITI,3,150,29,149,2,1,0,2,s,2,0,0,723,0,614656,1.49E+12,1.49E+12,1.49E+12,28,41,2,2
150,150,APResp,3,151,30,150,2,1,0,4,l,4,l,1,679,1,614656,1.49E+12,1.49E+12,1.49E+12,29,41,2,4
151,151,APResp,3,152,31,151,2,1,0,1,a,1,a,1,685,1,614656,1.49E+12,1.49E+12,1.49E+12,30,41,2,1
152,152,APResp,3,153,32,152,2,1,0,4,l,4,l,1,637,1,614656,1.49E+12,1.49E+12,1.49E+12,31,41,2,4
153,153,APResp,3,154,33,153,2,1,0,2,s,2,s,1,705,1,614656,1.49E+12,1.49E+12,1.49E+12,32,41,2,2
154,154,APResp,3,155,34,154,2,1,0,1,a,1,a,1,679,1,614656,1.49E+12,1.49E+12,1.49E+12,33,41,2,1
155,155,APResp,3,156,35,155,2,0,1,9,k,3,k,1,712,1,614656,1.49E+12,1.49E+12,1.49E+12,34,41,2,2
156,156,APResp,3,157,36,156,2,1,0,3,k,3,k,1,522,1,614656,1.49E+12,1.49E+12,1.49E+12,35,41,2,3
157,157,APResp,3,158,37,157,2,0,1,12,s,2,s,1,634,1,614656,1.49E+12,1.49E+12,1.49E+12,36,41,2,3
158,158,APResp,3,159,38,158,2,1,0,2,s,2,s,1,630,1,614656,1.49E+12,1.49E+12,1.49E+12,37,41,2,2
159,159,APResp,3,160,39,159,2,1,0,4,l,4,l,1,629,1,614656,1.49E+12,1.49E+12,1.49E+12,38,41,2,4
160,160,APResp,3,161,40,160,2,0,1,14,a,1,a,1,616,1,614656,1.49E+12,1.49E+12,1.49E+12,39,41,2,4
161,161,APResp,3,162,41,161,2,1,0,4,l,4,l,1,665,1,614656,1.49E+12,1.49E+12,1.49E+12,40,41,2,4
162,162,APResp,3,163,42,162,2,0,1,5,s,2,s,1,580,1,614656,1.49E+12,1.49E+12,1.49E+12,41,41,2,1
163,163,APResp,3,164,43,163,2,1,0,3,k,3,k,1,497,1,614656,1.49E+12,1.49E+12,1.49E+12,42,41,2,3
164,164,APResp,3,165,44,164,2,1,0,1,a,1,a,1,684,1,614656,1.49E+12,1.49E+12,1.49E+12,43,41,2,1
165,165,APResp,3,166,45,165,2,1,0,4,l,4,l,1,684,1,614656,1.49E+12,1.49E+12,1.49E+12,44,41,2,4
166,166,APResp,3,167,46,166,2,1,0,3,k,3,k,1,674,1,614656,1.49E+12,1.49E+12,1.49E+12,45,41,2,3
167,167,APResp,3,168,47,167,2,1,0,2,s,2,s,1,524,1,614656,1.49E+12,1.49E+12,1.49E+12,46,41,2,2
168,168,APResp,3,169,48,168,2,0,1,13,l,4,l,1,698,1,614656,1.49E+12,1.49E+12,1.49E+12,47,41,2,3
169,169,APResp,3,170,49,169,2,1,0,3,k,3,k,1,624,1,614656,1.49E+12,1.49E+12,1.49E+12,48,41,2,3
170,170,APResp,3,171,50,170,2,1,0,2,s,2,s,1,631,1,614656,1.49E+12,1.49E+12,1.49E+12,49,41,2,2
171,171,APResp,3,172,51,171,2,1,0,1,a,1,a,1,672,1,614656,1.49E+12,1.49E+12,1.49E+12,50,41,2,1
172,172,APResp,3,173,52,172,2,1,0,4,l,4,l,1,607,1,614656,1.49E+12,1.49E+12,1.49E+12,51,41,2,4
173,173,APResp,3,174,53,173,2,1,0,3,k,3,k,1,471,1,614656,1.49E+12,1.49E+12,1.49E+12,52,41,2,3
174,174,APResp,3,175,54,174,2,1,0,1,a,1,a,1,654,1,614656,1.49E+12,1.49E+12,1.49E+12,53,41,2,1
175,175,APRespITI,3,176,55,175,2,1,0,3,k,3,0,0,654,0,614656,1.49E+12,1.49E+12,1.49E+12,53,41,2,3
176,176,APResp,3,177,56,176,2,1,0,2,s,2,s,1,725,1,614656,1.49E+12,1.49E+12,1.49E+12,54,41,2,2
177,177,APResp,3,178,57,177,2,1,0,4,l,4,l,1,652,1,614656,1.49E+12,1.49E+12,1.49E+12,55,41,2,4
178,178,APResp,3,179,58,178,2,1,0,3,k,3,k,1,500,1,614656,1.49E+12,1.49E+12,1.49E+12,56,41,2,3
179,179,APResp,3,180,59,179,2,1,0,1,a,1,a,1,631,1,614656,1.49E+12,1.49E+12,1.49E+12,57,41,2,1
180,180,APResp,3,181,0,180,3,1,0,4,l,4,l,1,657,1,908005,1.49E+12,1.49E+12,1.49E+12,1,41,0,4
181,181,APResp,3,182,1,181,3,1,0,1,a,1,a,1,692,1,908005,1.49E+12,1.49E+12,1.49E+12,2,41,2,1
182,182,APResp,3,183,2,182,3,1,0,3,k,3,k,1,600,1,908005,1.49E+12,1.49E+12,1.49E+12,3,41,2,3
183,183,APResp,3,184,3,183,3,1,0,2,s,2,s,1,703,1,908005,1.49E+12,1.49E+12,1.49E+12,4,41,2,2
184,184,APResp,3,185,4,184,3,1,0,3,k,3,k,1,479,1,908005,1.49E+12,1.49E+12,1.49E+12,5,41,2,3
185,185,APResp,3,186,5,185,3,0,1,9,k,3,k,1,658,1,908005,1.49E+12,1.49E+12,1.49E+12,6,41,2,2
186,186,APResp,3,187,6,186,3,1,0,3,k,3,k,0,781,1,908005,1.49E+12,1.49E+12,1.49E+12,7,41,2,3
187,187,APResp,3,188,7,187,3,1,0,1,a,1,a,1,555,1,908005,1.49E+12,1.49E+12,1.49E+12,8,41,2,1
188,188,APResp,3,189,8,188,3,0,1,10,l,4,l,1,625,1,908005,1.49E+12,1.49E+12,1.49E+12,9,41,2,2
189,189,APResp,3,190,9,189,3,1,0,1,a,1,a,1,573,1,908005,1.49E+12,1.49E+12,1.49E+12,10,41,2,1
190,190,APResp,3,191,10,190,3,1,0,3,k,3,k,1,545,1,908005,1.49E+12,1.49E+12,1.49E+12,11,41,2,3
191,191,APResp,3,192,11,191,3,0,1,15,s,2,s,1,641,1,908005,1.49E+12,1.49E+12,1.49E+12,12,41,2,4
192,192,APResp,3,193,12,192,3,1,0,3,k,3,k,1,452,1,908005,1.49E+12,1.49E+12,1.49E+12,13,41,2,3
193,193,APResp,3,194,13,193,3,1,0,4,l,4,l,1,718,1,908005,1.49E+12,1.49E+12,1.49E+12,14,41,2,4
194,194,APResp,3,195,14,194,3,1,0,2,s,2,s,1,652,1,908005,1.49E+12,1.49E+12,1.49E+12,15,41,2,2
195,195,APResp,3,196,15,195,3,1,0,1,a,1,a,1,475,1,908005,1.49E+12,1.49E+12,1.49E+12,16,41,2,1
196,196,APResp,3,197,16,196,3,0,1,5,s,2,s,1,672,1,908005,1.49E+12,1.49E+12,1.49E+12,17,41,2,1
197,197,APResp,3,198,17,197,3,1,0,1,a,1,a,1,749,1,908005,1.49E+12,1.49E+12,1.49E+12,18,41,2,1
198,198,APResp,3,199,18,198,3,1,0,4,l,4,l,1,712,1,908005,1.49E+12,1.49E+12,1.49E+12,19,41,2,4
199,199,APRespITI,3,200,19,199,3,0,1,11,a,1,0,0,712,0,908005,1.49E+12,1.49E+12,1.49E+12,19,41,2,3
200,200,APResp,3,201,20,200,3,0,1,16,k,3,k,0,873,1,908005,1.49E+12,1.49E+12,1.49E+12,20,41,2,4
201,201,APResp,3,202,21,201,3,1,0,4,l,4,l,1,686,1,908005,1.49E+12,1.49E+12,1.49E+12,21,41,2,4
202,202,APResp,3,203,22,202,3,1,0,2,s,2,s,1,630,1,908005,1.49E+12,1.49E+12,1.49E+12,22,41,2,2
203,203,APResp,3,204,23,203,3,1,0,3,k,3,k,1,555,1,908005,1.49E+12,1.49E+12,1.49E+12,23,41,2,3
204,204,APResp,3,205,24,204,3,1,0,2,s,2,s,1,593,1,908005,1.49E+12,1.49E+12,1.49E+12,24,41,2,2
205,205,APResp,3,206,25,205,3,1,0,4,l,4,l,1,621,1,908005,1.49E+12,1.49E+12,1.49E+12,25,41,2,4
206,206,APResp,3,207,26,206,3,1,0,3,k,3,k,1,480,1,908005,1.49E+12,1.49E+12,1.49E+12,26,41,2,3
207,207,APResp,3,208,27,207,3,1,0,2,s,2,s,1,466,1,908005,1.49E+12,1.49E+12,1.49E+12,27,41,2,2
208,208,APResp,3,209,28,208,3,1,0,4,l,4,l,1,636,1,908005,1.49E+12,1.49E+12,1.49E+12,28,41,2,4
209,209,APResp,3,210,29,209,3,1,0,2,s,2,s,1,687,1,908005,1.49E+12,1.49E+12,1.49E+12,29,41,2,2
210,210,APResp,3,211,30,210,3,1,0,4,l,4,l,1,438,1,908005,1.49E+12,1.49E+12,1.49E+12,30,41,2,4
211,211,APResp,3,212,31,211,3,1,0,1,a,1,a,1,415,1,908005,1.49E+12,1.49E+12,1.49E+12,31,41,2,1
212,212,APResp,3,213,32,212,3,1,0,4,l,4,l,1,426,1,908005,1.49E+12,1.49E+12,1.49E+12,32,41,2,4
213,213,APResp,3,214,33,213,3,1,0,3,k,3,k,1,347,1,908005,1.49E+12,1.49E+12,1.49E+12,33,41,2,3
214,214,APResp,3,215,34,214,3,1,0,1,a,1,a,1,505,1,908005,1.49E+12,1.49E+12,1.49E+12,34,41,2,1
215,215,APResp,3,216,35,215,3,0,1,13,l,4,k,0,484,2,908005,1.49E+12,1.49E+12,1.49E+12,34,41,2,3
216,216,APResp,3,217,36,216,3,1,0,1,a,1,a,1,474,1,908005,1.49E+12,1.49E+12,1.49E+12,35,41,2,1
217,217,APResp,3,218,37,217,3,1,0,3,k,3,k,1,460,1,908005,1.49E+12,1.49E+12,1.49E+12,36,41,2,3
218,218,APRespITI,3,219,38,218,3,0,1,14,a,1,0,0,460,0,908005,1.49E+12,1.49E+12,1.49E+12,36,41,2,4
219,219,APResp,3,220,39,219,3,1,0,2,s,2,s,1,665,1,908005,1.49E+12,1.49E+12,1.49E+12,37,41,2,2
220,220,APResp,3,221,40,220,3,1,0,1,a,1,a,1,452,1,908005,1.49E+12,1.49E+12,1.49E+12,38,41,2,1
221,221,APResp,3,222,41,221,3,0,1,8,a,1,a,1,631,1,908005,1.49E+12,1.49E+12,1.49E+12,39,41,2,2
222,222,APResp,3,223,42,222,3,1,0,4,l,4,l,1,578,1,908005,1.49E+12,1.49E+12,1.49E+12,40,41,2,4
223,223,APResp,3,224,43,223,3,1,0,1,a,1,a,1,379,1,908005,1.49E+12,1.49E+12,1.49E+12,41,41,2,1
224,224,APResp,3,225,44,224,3,1,0,2,s,2,s,1,705,1,908005,1.49E+12,1.49E+12,1.49E+12,42,41,2,2
225,225,APResp,3,226,45,225,3,1,0,3,k,3,k,1,419,1,908005,1.49E+12,1.49E+12,1.49E+12,43,41,2,3
226,226,APResp,3,227,46,226,3,0,1,6,k,3,a,0,413,2,908005,1.49E+12,1.49E+12,1.49E+12,43,41,2,1
227,227,APResp,3,228,47,227,3,0,1,12,s,2,s,1,706,1,908005,1.49E+12,1.49E+12,1.49E+12,44,41,2,3
228,228,APResp,3,229,48,228,3,1,0,4,l,4,l,1,469,1,908005,1.49E+12,1.49E+12,1.49E+12,45,41,2,4
229,229,APRespITI,3,230,49,229,3,1,0,2,s,2,0,0,469,0,908005,1.49E+12,1.49E+12,1.49E+12,45,41,2,2
230,230,APResp,3,231,50,230,3,0,1,7,l,4,l,1,706,1,908005,1.49E+12,1.49E+12,1.49E+12,46,41,2,1
231,231,APResp,3,232,51,231,3,1,0,2,s,2,s,1,663,1,908005,1.49E+12,1.49E+12,1.49E+12,47,41,2,2
232,232,APResp,3,233,52,232,3,1,0,3,k,3,k,1,574,1,908005,1.49E+12,1.49E+12,1.49E+12,48,41,2,3
233,233,APResp,3,234,53,233,3,1,0,1,a,1,a,1,502,1,908005,1.49E+12,1.49E+12,1.49E+12,49,41,2,1
234,234,APResp,3,235,54,234,3,1,0,3,k,3,k,1,597,1,908005,1.49E+12,1.49E+12,1.49E+12,50,41,2,3
235,235,APResp,3,236,55,235,3,1,0,4,l,4,l,1,403,1,908005,1.49E+12,1.49E+12,1.49E+12,51,41,2,4
236,236,APResp,3,237,56,236,3,1,0,2,s,2,s,1,454,1,908005,1.49E+12,1.49E+12,1.49E+12,52,41,2,2
237,237,APResp,3,238,57,237,3,1,0,4,l,4,l,1,491,1,908005,1.49E+12,1.49E+12,1.49E+12,53,41,2,4
238,238,APResp,3,239,58,238,3,1,0,2,s,2,s,1,607,1,908005,1.49E+12,1.49E+12,1.49E+12,54,41,2,2
239,239,APResp,3,240,59,239,3,1,0,1,a,1,a,1,686,1,908005,1.49E+12,1.49E+12,1.49E+12,55,41,2,1
0,0,APRespITI,2,1,0,0,0,1,0,2,s,2,0,0,,0,5938,1.49E+12,1.49E+12,,0,42,0,2
1,1,APRespITI,2,2,1,1,0,0,1,12,s,2,0,0,,0,5938,1.49E+12,1.49E+12,,0,42,2,3
2,2,APResp,2,3,2,2,0,1,0,1,a,1,a,1,592,1,5938,1.49E+12,1.49E+12,1.49E+12,1,42,2,1
3,3,APRespITI,2,4,3,3,0,1,0,3,k,3,0,0,592,0,5938,1.49E+12,1.49E+12,1.49E+12,1,42,2,3
4,4,APRespITI,2,5,4,4,0,0,1,11,a,1,0,0,592,0,5938,1.49E+12,1.49E+12,1.49E+12,1,42,2,3
5,5,APResp,2,6,5,5,0,1,0,3,k,3,k,1,633,1,5938,1.49E+12,1.49E+12,1.49E+12,2,42,2,3
6,6,APResp,2,7,6,6,0,1,0,1,a,1,s,0,302,2,5938,1.49E+12,1.49E+12,1.49E+12,2,42,2,1
7,7,APRespITI,2,8,7,7,0,1,0,4,l,4,0,0,302,0,5938,1.49E+12,1.49E+12,1.49E+12,2,42,2,4
8,8,APResp,2,9,8,8,0,1,0,3,k,3,k,1,700,1,5938,1.49E+12,1.49E+12,1.49E+12,3,42,2,3
9,9,APResp,2,10,9,9,0,1,0,4,l,4,l,1,547,1,5938,1.49E+12,1.49E+12,1.49E+12,4,42,2,4
10,10,APResp,2,11,10,10,0,1,0,1,a,1,s,0,481,2,5938,1.49E+12,1.49E+12,1.49E+12,4,42,2,1
11,11,APResp,2,12,11,11,0,0,1,15,s,2,a,0,662,2,5938,1.49E+12,1.49E+12,1.49E+12,4,42,2,4
12,12,APResp,2,13,12,12,0,1,0,4,l,4,l,1,587,1,5938,1.49E+12,1.49E+12,1.49E+12,5,42,2,4
13,13,APRespITI,2,14,13,13,0,1,0,3,k,3,0,0,587,0,5938,1.49E+12,1.49E+12,1.49E+12,5,42,2,3
14,14,APResp,2,15,14,14,0,1,0,4,l,4,l,1,575,1,5938,1.49E+12,1.49E+12,1.49E+12,6,42,2,4
15,15,APResp,2,16,15,15,0,1,0,2,s,2,s,1,656,1,5938,1.49E+12,1.49E+12,1.49E+12,7,42,2,2
16,16,APResp,2,17,16,16,0,1,0,1,a,1,a,1,589,1,5938,1.49E+12,1.49E+12,1.49E+12,8,42,2,1
17,17,APResp,2,18,17,17,0,0,1,16,k,3,k,1,693,1,5938,1.49E+12,1.49E+12,1.49E+12,9,42,2,4
18,18,APResp,2,19,18,18,0,1,0,4,l,4,l,1,470,1,5938,1.49E+12,1.49E+12,1.49E+12,10,42,2,4
19,19,APResp,2,20,19,19,0,0,1,7,l,4,a,0,547,2,5938,1.49E+12,1.49E+12,1.49E+12,10,42,2,1
20,20,APResp,2,21,20,20,0,1,0,1,a,1,k,0,755,2,5938,1.49E+12,1.49E+12,1.49E+12,10,42,2,1
21,21,APResp,2,22,21,21,0,1,0,2,s,2,s,1,546,1,5938,1.49E+12,1.49E+12,1.49E+12,11,42,2,2
22,22,APResp,2,23,22,22,0,1,0,4,l,4,l,1,476,1,5938,1.49E+12,1.49E+12,1.49E+12,12,42,2,4
23,23,APRespITI,2,24,23,23,0,1,0,3,k,3,0,0,476,0,5938,1.49E+12,1.49E+12,1.49E+12,12,42,2,3
24,24,APRespITI,2,25,24,24,0,1,0,1,a,1,0,0,476,0,5938,1.49E+12,1.49E+12,1.49E+12,12,42,2,1
25,25,APResp,2,26,25,25,0,0,1,10,l,4,l,1,603,1,5938,1.49E+12,1.49E+12,1.49E+12,13,42,2,2
26,26,APResp,2,27,26,26,0,1,0,4,l,4,l,1,527,1,5938,1.49E+12,1.49E+12,1.49E+12,14,42,2,4
27,27,APResp,2,28,27,27,0,0,1,6,k,3,k,1,665,1,5938,1.49E+12,1.49E+12,1.49E+12,15,42,2,1
28,28,APResp,2,29,28,28,0,1,0,2,s,2,s,1,610,1,5938,1.49E+12,1.49E+12,1.49E+12,16,42,2,2
29,29,APResp,2,30,29,29,0,0,1,5,s,2,s,1,505,1,5938,1.49E+12,1.49E+12,1.49E+12,17,42,2,1
30,30,APRespITI,2,31,30,30,0,1,0,3,k,3,0,0,505,0,5938,1.49E+12,1.49E+12,1.49E+12,17,42,2,3
31,31,APResp,2,32,31,31,0,0,1,13,l,4,l,1,563,1,5938,1.49E+12,1.49E+12,1.49E+12,18,42,2,3
32,32,APResp,2,33,32,32,0,1,0,2,s,2,s,1,524,1,5938,1.49E+12,1.49E+12,1.49E+12,19,42,2,2
33,33,APResp,2,34,33,33,0,0,1,9,k,3,k,1,536,1,5938,1.49E+12,1.49E+12,1.49E+12,20,42,2,2
34,34,APRespITI,2,35,34,34,0,1,0,1,a,1,0,0,536,0,5938,1.49E+12,1.49E+12,1.49E+12,20,42,2,1
35,35,APResp,2,36,35,35,0,1,0,4,l,4,l,1,541,1,5938,1.49E+12,1.49E+12,1.49E+12,21,42,2,4
36,36,APResp,2,37,36,36,0,1,0,3,k,3,s,0,701,2,5938,1.49E+12,1.49E+12,1.49E+12,21,42,2,3
